"OBJECTID","WELLWIDTH","WELLLENGTH","PAREAWIDTH","LOWWELL","SPECIES","ADDRNUM","STNAME"
8983,"0","0","3","None","Pistacia chinensis",800,"WALAVISTA AV"
8984,"0","0","6","None","Jacaranda acutifolia",712,"SANTA RAY AV"
8985,"0","0","3","None","Prunus cerasifera/blireiana",578,"WALAVISTA AV"
8986,"0","0","2","None","Platanus acerifolia",800,"ROSEMOUNT RD"
8987,"3","3","0","None","Malus floribunda",4618,"SAN SEBASTIAN AV"
8988,"0","0","5","None","Liquidambar styraciflua",3844,"RANDOLPH AV"
8989,"0","0","2","None","Platanus acerifolia",719,"LONGRIDGE RD"
8990,"0","0","2","None","Unknown",0,"None"
8991,"0","0","8","None","Platanus acerifolia",3916,"LAKE SHORE AV"
8992,"0","0","3","None","Prunus cerasifera/blireiana",647,"BOULEVARD WY"
8993,"0","0","3","None","Quercus sp",3763,"WOODRUFF AV"
8994,"0","0","3","None","Prunus cerasifera/blireiana",542,"FAIRBANKS AV"
8995,"0","0","3","None","Liquidambar styraciflua",538,"KENMORE AV"
8996,"0","0","3","None","Prunus cerasifera/blireiana",617,"BOULEVARD WY"
8997,"0","0","3","None","Acer rubrum",708,"ARIMO AV"
8998,"0","0","1","None","Prunus sp",1180,"ASHMOUNT AV"
8999,"0","0","1","None","Prunus sp",1180,"ASHMOUNT AV"
9000,"0","0","3.50","None","Lagerstroemia indica",0,"LAKE SHORE AV"
9001,"0","0","4","None","Tristaniopsis laurina",4350,"EDGEWOOD AV"
9002,"0","0","8","None","Other",600,"SANTA RAY AV"
9003,"3","4","0","None","Lagerstroemia indica",4330,"KANSAS ST"
9004,"0","0","5","None","Liquidambar styraciflua",1201,"WELLINGTON ST"
9005,"0","0","3","None","Unknown",495,"BOULEVARD WY"
9006,"0","0","3","None","Prunus serrulata",694,"CALMAR AV"
9007,"0","0","6","None","Quercus agrifolia",664,"SANTA RAY AV"
9008,"0","0","3","None","Prunus cerasifera/blireiana",4311,"KANSAS ST"
9009,"0","0","3","None","Fraxinus o. `Raywood'",722,"WALAVISTA AV"
9010,"0","0","4","None","Pyrus kawakami",808,"WALAVISTA AV"
9011,"0","0","4","None","Quercus sp",0,"MANDANA BL"
9012,"5","8","0","None","Quercus sp",0,"MANDANA BL"
9013,"0","0","4","None","Magnolia grandiflora",4233,"BALFOUR AV"
9014,"0","0","5.50","None","Platanus acerifolia",1260,"TRESTLE GLEN RD"
9015,"0","0","9","None","Prunus serrulata",721,"CALMAR AV"
9016,"4","10","0","None","Liquidambar styraciflua",3333,"LAKE SHORE AV"
9017,"0","0","5.5","None","Platanus acerifolia",1301,"TRESTLE GLEN RD"
9018,"0","0","2.5","None","Platanus acerifolia",625,"CARLSTON AV"
9019,"0","0","6","None","Platanus acerifolia",840,"ALMA PL"
9020,"0","0","3","None","Pistacia chinensis",4760,"EL CENTRO AV"
9021,"0","0","2","None","Cordyline australis",881,"TRESTLE GLEN RD"
9022,"3","3","0","None","Palm sp",1000,"CLARENDON CR"
9023,"0","0","2","None","Lagerstroemia indica",1224,"HOLMAN RD"
9024,"0","0","3","None","Pistacia chinensis",4322,"MASTERSON ST"
9025,"0","0","2","None","Pittosporum undulatum",1354,"BARROWS RD"
9026,"0","0","3","None","Acer sp",1380,"HOLMAN RD"
9027,"0","0","3","None","Pinus sp",4626,"SAN SEBASTIAN AV"
9028,"0","0","3","None","Other",1004,"HARVARD RD"
9029,"0","0","2","None","Betula pendula",4304,"HYACINTH AV"
9030,"0","0","5","None","Pittosporum undulatum",1395,"TRESTLE GLEN RD"
9031,"0","0","3","None","Lagerstroemia indica",3700,"HIGH ST"
9032,"0","0","5","None","Platanus acerifolia",1331,"TRESTLE GLEN RD"
9033,"0","0","2","None","Lagerstroemia indica",4329,"STEELE ST"
9034,"0","0","4","None","Prunus cerasifera/blireiana",4661,"PARK BL"
9035,"3","5","0","None","Lagerstroemia indica",3748,"ENOS AV"
9036,"0","0","4","None","Pyrus calleryana cvs",3849,"BRIGHTON AV"
9037,"0","0","3","None","Acer macrophyllum",964,"ALMA PL"
9038,"0","0","2","None","Unknown",0,"None"
9039,"0","0","2","None","Platanus acerifolia",1150,"HOLMAN RD"
9040,"0","0","2","None","Platanus acerifolia",1150,"HOLMAN RD"
9041,"0","0","2","None","Crataegus sp",1100,"TRESTLE GLEN RD"
9042,"3","3","0","None","Pistacia chinensis",1515,"MACARTHUR BL"
9043,"0","0","3","None","Pittosporum undulatum",1163,"TRESTLE GLEN RD"
9044,"0","0","16","None","Quercus sp",735,"MANDANA BL"
9045,"0","0","6","None","Platanus acerifolia",863,"ALMA PL"
9046,"0","0","4","None","Prunus sp",4009,"WOODRUFF AV"
9047,"0","0","3","None","Pistacia chinensis",1001,"ELSINORE AV"
9048,"0","0","4","None","Pyrus calleryana cvs",4129,"RANDOLPH AV"
9049,"0","0","4","None","Other",4144,"GREENWOOD AV"
9050,"0","0","16","None","Quercus sp",662,"LONGRIDGE RD"
9051,"0","0","2","None","Pistacia chinensis",1339,"HOLMAN RD"
9052,"0","0","10","None","Cedrus sp",806,"SANTA RAY AV"
9053,"2","3","0","None","Lophostemon confertus",3828,"BEAUMONT AV"
9054,"0","0","3","None","Lagerstroemia indica",3920,"MADRONE AV"
9055,"0","0","3","None","Liquidambar styraciflua",3765,"MADRONE AV"
9056,"0","0","2","None","Pittosporum undulatum",1370,"BARROWS RD"
9057,"0","0","7.5","None","Acer rubrum",4157,"LAKE SHORE AV"
9058,"0","0","3","None","Albizia julibrissin",5116,"DAISY ST"
9059,"0","0","4","None","Pistacia chinensis",4733,"EL CENTRO AV"
9060,"3","4","0","Low","Carpinus sp",1156,"CLARENDON CR"
9061,"0","0","1","None","Lagerstroemia indica",1522,"HOLMAN RD"
9062,"0","0","3","None","Liquidambar styraciflua",1612,"EAST 38TH ST"
9063,"0","0","3","None","Platanus acerifolia",1015,"TRESTLE GLEN RD"
9064,"0","0","3.5","None","Pistacia chinensis",4317,"EDGEWOOD AV"
9065,"0","0","3","None","Platanus acerifolia",1120,"HUBERT RD"
9066,"0","0","5","None","Liquidambar styraciflua",1456,"EAST 38TH ST"
9067,"0","0","2","None","Unknown",0,"None"
9068,"0","0","2","None","Lagerstroemia indica",3862,"HIGH ST"
9069,"0","0","4","None","Platanus acerifolia",770,"CALMAR AV"
9070,"0","0","16","None","Sequoia sempervirens",763,"MANDANA BL"
9071,"0","0","6","None","Platanus acerifolia",889,"ALMA PL"
9072,"0","0","3","None","Liquidambar styraciflua",1564,"EXCELSIOR AV"
9073,"0","0","3","None","Magnolia grandiflora",4441,"EDGEWOOD AV"
9074,"0","0","5.5","None","Platanus acerifolia",1088,"LONGRIDGE RD"
9075,"0","0","2","None","Pyrus calleryana cvs",807,"TRESTLE GLEN RD"
9076,"0","0","2","None","Liquidambar styraciflua",1100,"CLARENDON CR"
9077,"0","0","2","None","Platanus acerifolia",1185,"TRESTLE GLEN RD"
9078,"0","0","4","None","Arbutus sp",4027,"WOODRUFF AV"
9079,"0","0","2","None","Pittosporum undulatum",1349,"BARROWS RD"
9080,"5","11","0","Low","Quercus sp",0,"MANDANA BL"
9081,"0","0","3","None","Pistacia chinensis",4654,"SAN SEBASTIAN AV"
9082,"0","0","5.5","None","Pyrus calleryana cvs",974,"SUNNYHILLS RD"
9083,"0","0","3","None","Prunus sp",4201,"LAKE SHORE AV"
9084,"0","0","2","None","Lagerstroemia indica",800,"CREED RD"
9085,"0","0","2","None","Platanus acerifolia",769,"ROSEMOUNT RD"
9086,"0","0","5","None","Pittosporum undulatum",1401,"TRESTLE GLEN RD"
9087,"0","0","5","None","Magnolia grandiflora",921,"SUNNYHILLS RD"
9088,"0","0","3","None","Pistacia chinensis",4659,"EDGEWOOD AV"
9089,"0","0","2","None","Lagerstroemia indica",4321,"STEELE ST"
9090,"0","0","5","None","Quercus agrifolia",975,"SUNNYHILLS RD"
9091,"0","0","2","None","Pistacia chinensis",1421,"BARROWS RD"
9092,"5.5","7.5","0","Moderate","Magnolia grandiflora",1121,"SUNNYHILLS RD"
9093,"0","0","5.5","None","Platanus acerifolia",907,"LONGRIDGE RD"
9094,"3","3","0","Low","Cercis sp",4645,"PARK BL"
9095,"0","0","4","None","Liquidambar styraciflua",3604,"RANDOLPH AV"
9096,"0","0","6","None","Acer palmatum",1488,"TRESTLE GLEN RD"
9097,"0","0","5","None","Liquidambar styraciflua",3834,"RANDOLPH AV"
9098,"0","0","3","None","Cordyline australis",4417,"PAMPAS AV"
9099,"0","0","16","None","Quercus sp",684,"LONGRIDGE RD"
9100,"0","0","3","None","Liquidambar styraciflua",1063,"GLENDORA AV"
9101,"0","0","5.5","None","Pistacia chinensis",1029,"SUNNYHILLS RD"
9102,"0","0","3.50","None","Unknown",1028,"HARVARD RD"
9103,"0","0","3","None","Pyracantha sp",4137,"RANDOLPH AV"
9104,"0","0","4","None","Liquidambar styraciflua",4038,"BRIGHTON AV"
9105,"4","2","0","None","Acacia baileyana",1501,"EXCELSIOR AV"
9106,"0","0","5.50","None","Platanus acerifolia",1310,"TRESTLE GLEN RD"
9107,"0","0","7.5","None","Prunus cerasifera/blireiana",4055,"LAKE SHORE AV"
9108,"0","0","3","None","Schinus terebinthefolia",803,"CALMAR AV"
9109,"0","0","5","None","Platanus acerifolia",961,"LARKSPUR RD"
9110,"0","0","5.5","None","Pittosporum undulatum",1442,"TRESTLE GLEN RD"
9111,"0","0","4","None","Lagerstroemia indica",1119,"CLARENDON CR"
9112,"0","0","4","None","Lagerstroemia indica",4670,"EDGEWOOD AV"
9113,"0","0","5.50","None","Platanus acerifolia",1200,"TRESTLE GLEN RD"
9114,"0","0","5","None","Other",4040,"PARK BL"
9115,"0","0","3","None","Geijera parvifolia",1163,"WELLINGTON ST"
9116,"0","0","16","None","Quercus sp",663,"MANDANA BL"
9117,"3","3","0","Low","Crataegus sp",4342,"LEACH AV"
9118,"0","0","2","None","Quercus sp",622,"CARLSTON AV"
9119,"0","0","5.5","None","Ficus retusa nitida",622,"CARLSTON AV"
9120,"0","0","3","None","Lagerstroemia indica",3724,"MADRONE AV"
9121,"0","0","5","None","Platanus acerifolia",647,"LONGRIDGE RD"
9122,"0","0","3","None","Betula sp",1107,"EL CENTRO AV"
9123,"0","0","3.5","None","Quercus sp",4401,"EDGEWOOD AV"
9124,"0","0","4","None","Betula sp",4162,"GREENWOOD AV"
9125,"0","0","3","None","Unknown",0,"None"
9126,"0","0","4","None","Liquidambar styraciflua",3601,"RANDOLPH AV"
9127,"0","0","6","None","Platanus acerifolia",964,"ALMA PL"
9128,"4","4","0","None","Pyrus calleryana cvs",3748,"ARDLEY AV"
9129,"0","0","5","None","Liquidambar styraciflua",4131,"RANDOLPH AV"
9130,"0","0","6","None","Platanus acerifolia",836,"ALMA PL"
9131,"0","0","11","None","Quercus sp",793,"MANDANA BL"
9132,"0","0","2","None","Lagerstroemia indica",1118,"CLARENDON CR"
9133,"0","0","3","None","Magnolia grandiflora",4441,"EDGEWOOD AV"
9134,"0","0","3","None","Liquidambar styraciflua",1450,"EAST 38TH ST"
9135,"0","0","2","None","Prunus sp",653,"PALOMA AV"
9136,"0","0","4","None","Schinus terebinthefolia",851,"CALMAR AV"
9137,"0","0","5","None","Other",3940,"RANDOLPH AV"
9138,"2.5","3","0","Low","Liquidambar styraciflua",663,"CARLSTON AV"
9139,"3","4","0","None","Lagerstroemia indica",4701,"EDGEWOOD AV"
9140,"0","0","4","None","Other",3918,"GLEN PARK RD"
9141,"0","0","6","None","Pyrus kawakami",1060,"SUNNYHILLS RD"
9142,"0","0","16","None","Acer macrophyllum",667,"MANDANA BL"
9143,"0","0","7","None","Fraxinus o. `Raywood'",3515,"LIBBY CT"
9144,"0","0","3","None","Prunus serrulata",3815,"BAYO ST"
9145,"0","0","3","None","Eriobotrya deflexa",3869,"VALE AV"
9146,"0","0","4","None","Liquidambar styraciflua",3852,"RANDOLPH AV"
9147,"0","0","3","None","Acacia longifolia",4009,"BAYO ST"
9148,"3","5","0","Low","Unknown",0,"None"
9149,"2","2","0","Moderate","Citrus sp",4859,"DAVENPORT AV"
9150,"0","0","2","None","Unknown",0,"None"
9151,"0","0","4","None","Pistacia chinensis",3860,"14TH AV"
9152,"0","0","5.5","None","Shrub",986,"SUNNYHILLS RD"
9153,"0","0","0","None","Platanus acerifolia",924,"LARKSPUR RD"
9154,"0","0","3","None","Pinus sp",3763,"WOODRUFF AV"
9155,"0","0","2","None","Betula sp",1126,"HAMPEL ST"
9156,"0","0","5","None","Platanus acerifolia",627,"LONGRIDGE RD"
9157,"0","0","5.5","None","Jacaranda acutifolia",942,"SUNNYHILLS RD"
9158,"0","0","0","None","Prunus serrulata",966,"LARKSPUR RD"
9159,"0","0","5.50","None","Platanus acerifolia",1218,"TRESTLE GLEN RD"
9160,"0","0","4","None","Cercis sp",1406,"HAMPEL ST"
9161,"0","0","4","None","Prunus cerasifera/blireiana",3971,"HUNTINGTON ST"
9162,"0","0","3","None","Prunus serrulata",4520,"TULIP AV"
9163,"0","0","8","None","Quercus agrifolia",842,"SANTA RAY AV"
9164,"0","0","6","None","Platanus acerifolia",1099,"LONGRIDGE RD"
9165,"0","0","2","None","Platanus acerifolia",1001,"TRESTLE GLEN RD"
9166,"0","0","2","None","Pittosporum undulatum",1381,"BARROWS RD"
9167,"0","0","5","None","Liquidambar styraciflua",4001,"RANDOLPH AV"
9168,"2","2","0","None","Pittosporum undulatum",1397,"BARROWS RD"
9169,"0","0","3.50","None","Unknown",1024,"HARVARD RD"
9170,"3","3","0","None","Unknown",1000,"CLARENDON CR"
9171,"0","0","3","None","Shrub",1380,"HOLMAN RD"
9172,"0","0","3","None","Lagerstroemia indica",3700,"HIGH ST"
9173,"0","0","4","None","Acer palmatum",1205,"HOLLYWOOD AV"
9174,"0","0","3","None","Pistacia chinensis",4401,"MASTERSON ST"
9175,"3","3","0","Moderate","Prunus cerasifera/blireiana",1506,"EXCELSIOR AV"
9176,"3","6","0","High","Tristaniopsis laurina",1138,"WELLINGTON ST"
9177,"0","0","4","None","Cornus sp",4132,"GREENWOOD AV"
9178,"3","5","0","Moderate","Pistacia chinensis",4400,"MACARTHUR BL"
9179,"0","0","16","None","Shrub",735,"MANDANA BL"
9180,"0","0","1","None","Crataegus sp",963,"HILLCROFT CR"
9181,"0","0","16","None","Quercus sp",654,"LONGRIDGE RD"
9182,"0","0","2","None","Platanus acerifolia",1127,"TRESTLE GLEN RD"
9183,"0","0","6","None","Cinnamomum camphora",1627,"TRESTLE GLEN RD"
9184,"0","0","3","None","Pistacia chinensis",4638,"SAN SEBASTIAN AV"
9185,"0","0","4","None","Platanus acerifolia",3944,"GLEN PARK RD"
9186,"0","0","5","None","Liquidambar styraciflua",3907,"RANDOLPH AV"
9187,"0","0","6","None","Platanus acerifolia",874,"ALMA PL"
9188,"0","0","3","None","Magnolia grandiflora",1123,"CLARENDON CR"
9189,"3","5","0","None","Pistacia chinensis",4715,"EDGEWOOD AV"
9190,"0","0","3","None","Lagerstroemia indica",4328,"STEELE ST"
9191,"0","0","6","None","Citrus sp",1643,"TRESTLE GLEN RD"
9192,"0","0","4","None","Lagerstroemia indica",4718,"EDGEWOOD AV"
9193,"0","0","3","None","Platanus acerifolia",905,"ALMA PL"
9194,"0","0","3","None","Lagerstroemia indica",3920,"MADRONE AV"
9195,"0","0","2","None","Pittosporum undulatum",1367,"BARROWS RD"
9196,"3","5","0","None","Prunus serrulata",4203,"PARK BL"
9197,"0","0","6","None","Washingtonia filifera",877,"ALMA PL"
9198,"0","0","7.5","None","Prunus serrulata",4151,"LAKE SHORE AV"
9199,"0","0","5.5","None","Platanus acerifolia",935,"LONGRIDGE RD"
9200,"0","0","2","None","Crataegus sp",850,"TRESTLE GLEN RD"
9201,"0","0","16","None","Quercus sp",747,"MANDANA BL"
9202,"0","0","2","None","Schinus terebinthefolia",786,"CALMAR AV"
9203,"0","0","4","None","Pistacia chinensis",1406,"HAMPEL ST"
9204,"0","0","6","None","Platanus acerifolia",845,"ALMA PL"
9205,"0","0","2","None","Agave sp",1405,"ALLMAN ST"
9206,"0","0","4","None","Pistacia chinensis",3875,"BRIGHTON AV"
9207,"0","0","2","None","Pyrus kawakami",901,"TRESTLE GLEN RD"
9208,"0","0","2","None","Prunus serrulata",4364,"STEELE ST"
9209,"0","0","6","None","Crataegus sp",1066,"SUNNYHILLS RD"
9210,"3","5","0","None","Schinus terebinthefolia",4707,"EDGEWOOD AV"
9211,"0","0","1","None","Pyrus calleryana cvs",906,"HILLCROFT CR"
9212,"0","0","6","None","Acer sp",1132,"HOLLYWOOD AV"
9213,"3","6","0","Low","Unknown",1036,"WINSOR AV"
9214,"0","0","5","None","Platanus acerifolia",951,"LARKSPUR RD"
9215,"0","0","6","None","Pistacia chinensis",1502,"TRESTLE GLEN RD"
9216,"0","0","3","None","Prunus cerasifera/blireiana",4618,"EL CENTRO AV"
9217,"0","0","4","None","Liquidambar styraciflua",1207,"WELLINGTON ST"
9218,"2","3","0","None","Callistemon sp",4188,"PARK BL"
9219,"0","0","5.5","None","Prunus serrulata",1021,"SUNNYHILLS RD"
9220,"0","0","5.5","None","Magnolia grandiflora",980,"SUNNYHILLS RD"
9221,"0","0","16","None","Phoenix canariensis",755,"MANDANA BL"
9222,"0","0","2","None","Pyrus calleryana cvs",727,"ROSEMOUNT RD"
9223,"2","4","0","None","Pistacia chinensis",3665,"BROWN AV"
9224,"0","0","3","None","Malus sp",1072,"GLENDORA AV"
9225,"2","4","0","Low","Pyrus kawakami",3653,"PATTERSON AV"
9226,"2.5","4","0","Low","Lagerstroemia indica",3450,"LAKE SHORE AV"
9227,"0","0","5","None","Liquidambar styraciflua",3807,"MONTEREY BL"
9228,"0","0","2","None","Unknown",3735,"MAGEE AV"
9229,"0","0","3","None","Lagerstroemia indica",4225,"DUNSMUIR AV"
9230,"0","0","5","None","Ginkgo biloba",3930,"MAYBELLE AV"
9231,"0","0","4","None","Liquidambar styraciflua",3906,"LAUREL AV"
9232,"0","0","4","None","Lagerstroemia indica",1105,"CLARENDON CR"
9233,"0","0","5.5","None","Platanus acerifolia",1030,"LONGRIDGE RD"
9234,"3","5","0","None","Pyrus kawakami",3701,"LOMA VISTA AV"
9235,"0","0","2","None","Lagerstroemia indica",800,"CREED RD"
9236,"0","0","3","None","Prunus sp",3869,"HIGH ST"
9237,"0","0","3","None","Lagerstroemia indica",3937,"BAYO ST"
9238,"0","0","3","None","Magnolia soulangiana",3829,"WOODRUFF AV"
9239,"0","0","4","None","Tristaniopsis laurina",3655,"38TH AV"
9240,"2","3","0","Low","Albizia julibrissin",4291,"ATLAS AV"
9241,"3","4","0","Low","Tristaniopsis laurina",3932,"MACARTHUR BL"
9242,"3","3","0","None","Fraxinus o. `Raywood'",3727,"35TH AV"
9243,"0","0","3","None","Persea sp / avocado",3724,"PATTERSON AV"
9244,"2","1","0","Low","Pittosporum undulatum",4684,"REINHARDT DR"
9245,"0","0","3","None","Pyrus calleryana cvs",1142,"EXCELSIOR AV"
9246,"3","6","0","None","Cercis sp",3639,"MAGEE AV"
9247,"0","0","6","None","Platanus acerifolia",525,"MIDCREST RD"
9248,"6","6","0","Low","Prunus cerasifera/blireiana",4508,"TOMPKINS AV"
9249,"0","0","0","None","Lagerstroemia indica",3836,"BAYO ST"
9250,"0","0","4","None","Betula sp",4120,"GREENWOOD AV"
9251,"0","0","0","None","Crataegus phaenopyrum",3619,"VICTOR AV"
9252,"0","0","3","None","Lagerstroemia indica",3387,"JORDAN RD"
9253,"3","4","0","Low","Myoporum laetum",3879,"PATTERSON AV"
9254,"3","4","0","None","Pyrus kawakami",3770,"PATTERSON AV"
9255,"4","4","0","Low","Liquidambar styraciflua",4690,"TOMPKINS AV"
9256,"0","0","3","None","Pyrus calleryana cvs",4374,"DETROIT AV"
9257,"0","0","7","None","Pyrus calleryana cvs",3920,"ENOS AV"
9258,"3","5","0","None","Fraxinus sp",3714,"35TH AV"
9259,"2","2","0","Low","Liquidambar styraciflua",4014,"LAUREL AV"
9260,"3","2","0","None","Pistacia chinensis",4659,"SAN SEBASTIAN AV"
9261,"0","0","2","None","Pyrus kawakami",3859,"PATTERSON AV"
9262,"0","0","6","None","Crataegus sp",1054,"SUNNYHILLS RD"
9263,"0","0","2","None","Pyrus kawakami",3740,"HARBOR VIEW AV"
9264,"3","6","0","Low","Pyrus calleryana cvs",3630,"MACARTHUR BL"
9265,"0","0","6","None","Lagerstroemia indica",3725,"MAYBELLE AV"
9266,"0","0","3","None","Prunus serrulata",4344,"ANDERSON AV"
9267,"4","4","0","None","Tristaniopsis laurina",3503,"KANSAS ST"
9268,"4","5","0","None","Lagerstroemia indica",3753,"HIGH ST"
9269,"3","3","0","None","Pyrus calleryana cvs",3200,"MACARTHUR BL"
9270,"2","2","0","Low","Prunus cerasifera/blireiana",3956,"HUNTINGTON ST"
9271,"2","4","0","Low","Prunus cerasifera/blireiana",3939,"HUNTINGTON ST"
9272,"0","0","6","None","Liquidambar styraciflua",4046,"MAYBELLE AV"
9273,"0","0","0","None","Prunus cerasifera/blireiana",3906,"VALE AV"
9274,"0","0","2","None","Lagerstroemia indica",3833,"WISCONSIN ST"
9275,"3","6","0","None","Pyrus kawakami",3750,"BROWN AV"
9276,"0","0","10","None","Myoporum laetum",4000,"ASPEN PL"
9277,"1","1","0","Low","Prunus cerasifera/blireiana",4542,"TOMPKINS AV"
9278,"0","0","4","None","Tristaniopsis laurina",3924,"LAUREL AV"
9279,"0","0","0","None","Pistacia chinensis",3696,"MAYBELLE AV"
9280,"3","5","0","None","Fraxinus sp",3900,"35TH AV"
9281,"0","0","4","None","Liquidambar styraciflua",4049,"LAUREL AV"
9282,"2","5","0","None","Prunus serrulata",3810,"PATTERSON AV"
9283,"4","4","0","None","Liquidambar styraciflua",3800,"MAYBELLE AV"
9284,"2","4","0","Low","Pyrus kawakami",4024,"LOMA VISTA AV"
9285,"0","0","5","None","Pyrus calleryana cvs",3663,"MIDVALE AV"
9286,"1","2","0","Low","Jacaranda acutifolia",4490,"HYACINTH AV"
9287,"0","0","2","None","Prunus cerasifera/blireiana",3842,"ENOS AV"
9288,"0","0","0","None","Other",3961,"VALE AV"
9289,"0","0","3","None","Lagerstroemia indica",3937,"BAYO ST"
9290,"3","6","0","Low","Fraxinus sp",3543,"REDWOOD RD"
9291,"0","0","2.5","None","Celtis sp",3642,"VICTOR AV"
9292,"0","0","3","None","Cordyline australis",3217,"WISCONSIN ST"
9293,"4","4","0","None","Tristaniopsis laurina",4041,"39TH AV"
9294,"0","0","4","None","Liquidambar styraciflua",3221,"SYLVAN AV"
9295,"0","0","0","None","Pyrus calleryana cvs",4057,"MASTERSON ST"
9296,"0","0","6","None","Malus sp",4218,"DETROIT AV"
9297,"2","3","0","Moderate","Pyrus kawakami",4039,"BROWN AV"
9298,"0","0","3","None","Jacaranda acutifolia",4521,"FAIR AV"
9299,"3","3","0","None","Acacia sp",3815,"VICTOR AV"
9300,"0","0","6","None","Liquidambar styraciflua",3570,"JORDAN RD"
9301,"0","0","6","None","Betula sp",4296,"DETROIT AV"
9302,"0","0","2","None","Crataegus phaenopyrum",3334,"GUIDO ST"
9303,"2","2","0","Low","Pistacia chinensis",3397,"JORDAN RD"
